# Spatial statistics process output
# Kratos version               : 9.2."2"-5dfe714-Release-x86_64
# Timestamp                    : 2023-02-16 13:19:57.431125
# Method name(s)               : variance, max, distribution
# Variable info(s)             : CFL_NUMBER[magnitude, element_non_historical]
# Modelpart name               : FluidModelPart.fluid_computational_model_part
# Output control variable name : STEP
# ----------------------------------------------------------------------
# Headers:
#"TIME" "STEP" "mean" "variance" "max_value" "max_id"                    "group_below_min {mean|variance}"                            "group_1 {mean|variance}"                    "group_above_max {mean|variance}"
  28.20    940   0.42       0.07        4.19  1.57e+06  2.87e+06 [#] =  97.80 [%] <   1.00 {   0.41 |   0.05 }  64614 [#] =   2.20 [%] <   2.50 {   1.17 |   0.03 }     31 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.19 }
  28.50    950   0.42       0.07        3.90  1.45e+06  2.87e+06 [#] =  97.89 [%] <   1.00 {   0.40 |   0.05 }  61773 [#] =   2.10 [%] <   2.50 {   1.17 |   0.03 }     30 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.16 }
  28.80    960   0.42       0.06        3.94  1.45e+06  2.88e+06 [#] =  97.99 [%] <   1.00 {   0.40 |   0.05 }  59067 [#] =   2.01 [%] <   2.50 {   1.17 |   0.03 }     31 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.15 }
  29.10    970   0.41       0.06        3.83  1.45e+06  2.88e+06 [#] =  98.07 [%] <   1.00 {   0.40 |   0.05 }  56568 [#] =   1.93 [%] <   2.50 {   1.17 |   0.03 }     32 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.13 }
  29.40    980   0.41       0.06        5.47  1.57e+06  2.88e+06 [#] =  98.16 [%] <   1.00 {   0.40 |   0.05 }  53993 [#] =   1.84 [%] <   2.50 {   1.17 |   0.03 }     34 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.31 }
  29.70    990   0.41       0.06        6.57  1.57e+06  2.88e+06 [#] =  98.25 [%] <   1.00 {   0.39 |   0.05 }  51187 [#] =   1.74 [%] <   2.50 {   1.17 |   0.03 }     34 [#] =   0.00 [%]>=   2.50 {   2.97 |   0.48 }
  30.00   1000   0.40       0.06        5.32  1.57e+06  2.89e+06 [#] =  98.34 [%] <   1.00 {   0.39 |   0.05 }  48718 [#] =   1.66 [%] <   2.50 {   1.17 |   0.03 }     28 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.32 }
  30.30   1010   0.40       0.06        4.43  1.57e+06  2.89e+06 [#] =  98.43 [%] <   1.00 {   0.39 |   0.05 }  46084 [#] =   1.57 [%] <   2.50 {   1.17 |   0.03 }     22 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.22 }
  30.60   1020   0.40       0.06        3.82  1.57e+06  2.89e+06 [#] =  98.51 [%] <   1.00 {   0.38 |   0.05 }  43637 [#] =   1.49 [%] <   2.50 {   1.17 |   0.03 }     21 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.15 }
  30.90   1030   0.39       0.06        3.52  1.45e+06  2.89e+06 [#] =  98.58 [%] <   1.00 {   0.38 |   0.05 }  41641 [#] =   1.42 [%] <   2.50 {   1.16 |   0.03 }     23 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.10 }
  31.20   1040   0.39       0.06        3.48  1.45e+06  2.89e+06 [#] =  98.64 [%] <   1.00 {   0.38 |   0.05 }  39751 [#] =   1.35 [%] <   2.50 {   1.16 |   0.03 }     21 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.09 }
  31.50   1050   0.39       0.06        3.44  1.45e+06  2.90e+06 [#] =  98.70 [%] <   1.00 {   0.38 |   0.05 }  38155 [#] =   1.30 [%] <   2.50 {   1.16 |   0.03 }     19 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  31.80   1060   0.38       0.06        3.42  1.45e+06  2.90e+06 [#] =  98.74 [%] <   1.00 {   0.37 |   0.05 }  36925 [#] =   1.26 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.10 }
  32.10   1070   0.38       0.05        3.41  1.45e+06  2.90e+06 [#] =  98.78 [%] <   1.00 {   0.37 |   0.05 }  35756 [#] =   1.22 [%] <   2.50 {   1.16 |   0.03 }     16 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.09 }
  32.40   1080   0.38       0.05        3.43  1.57e+06  2.90e+06 [#] =  98.81 [%] <   1.00 {   0.37 |   0.05 }  34866 [#] =   1.19 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.09 }
  32.70   1090   0.38       0.05        3.43  1.45e+06  2.90e+06 [#] =  98.85 [%] <   1.00 {   0.37 |   0.05 }  33727 [#] =   1.15 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.07 }
  33.00   1100   0.37       0.05        3.42  1.45e+06  2.90e+06 [#] =  98.89 [%] <   1.00 {   0.37 |   0.05 }  32614 [#] =   1.11 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  33.30   1110   0.37       0.05        3.37  1.45e+06  2.90e+06 [#] =  98.92 [%] <   1.00 {   0.36 |   0.05 }  31688 [#] =   1.08 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.08 }
  33.60   1120   0.37       0.05        3.32  1.45e+06  2.90e+06 [#] =  98.94 [%] <   1.00 {   0.36 |   0.05 }  31016 [#] =   1.06 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.06 }
  33.90   1130   0.37       0.05        3.29  1.45e+06  2.90e+06 [#] =  98.96 [%] <   1.00 {   0.36 |   0.05 }  30479 [#] =   1.04 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.06 }
  34.20   1140   0.37       0.05        3.28  1.45e+06  2.90e+06 [#] =  98.97 [%] <   1.00 {   0.36 |   0.05 }  30142 [#] =   1.03 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.06 }
  34.50   1150   0.37       0.05        3.32  1.45e+06  2.90e+06 [#] =  98.98 [%] <   1.00 {   0.36 |   0.05 }  29851 [#] =   1.02 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.06 }
  34.80   1160   0.36       0.05        3.39  1.45e+06  2.91e+06 [#] =  98.99 [%] <   1.00 {   0.36 |   0.05 }  29587 [#] =   1.01 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.07 }
  35.10   1170   0.36       0.05        3.36  1.45e+06  2.91e+06 [#] =  98.99 [%] <   1.00 {   0.35 |   0.05 }  29521 [#] =   1.01 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.07 }
  35.40   1180   0.36       0.05        3.11  1.45e+06  2.91e+06 [#] =  98.99 [%] <   1.00 {   0.35 |   0.05 }  29625 [#] =   1.01 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.04 }
  35.70   1190   0.36       0.05        3.15  1.45e+06  2.91e+06 [#] =  99.00 [%] <   1.00 {   0.35 |   0.05 }  29370 [#] =   1.00 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.03 }
  36.00   1200   0.36       0.05        3.16  1.45e+06  2.91e+06 [#] =  99.01 [%] <   1.00 {   0.35 |   0.04 }  28968 [#] =   0.99 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.03 }
  36.30   1210   0.36       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.03 [%] <   1.00 {   0.35 |   0.04 }  28532 [#] =   0.97 [%] <   2.50 {   1.16 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.03 }
  36.60   1220   0.36       0.05        3.08  1.45e+06  2.91e+06 [#] =  99.03 [%] <   1.00 {   0.35 |   0.04 }  28425 [#] =   0.97 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.02 }
  36.90   1230   0.36       0.05        3.08  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.35 |   0.04 }  28199 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.02 }
  37.20   1240   0.36       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.35 |   0.05 }  28010 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.04 }
  37.50   1250   0.36       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.35 |   0.05 }  28074 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.07 }
  37.80   1260   0.36       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.35 |   0.05 }  28041 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.09 }
  38.10   1270   0.35       0.05        3.53  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.35 |   0.05 }  28101 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.11 }
  38.40   1280   0.35       0.05        3.57  1.45e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.35 |   0.05 }  27974 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.12 }
  38.70   1290   0.35       0.05        3.54  1.45e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.35 |   0.05 }  27898 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.12 }
  39.00   1300   0.35       0.05        3.49  1.45e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.35 |   0.05 }  27920 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.10 }
  39.30   1310   0.35       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.35 |   0.05 }  28035 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.10 }
  39.60   1320   0.35       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.35 |   0.05 }  28209 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.10 }
  39.90   1330   0.35       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.03 [%] <   1.00 {   0.34 |   0.05 }  28429 [#] =   0.97 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.11 }
  40.20   1340   0.35       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.03 [%] <   1.00 {   0.34 |   0.05 }  28547 [#] =   0.97 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  40.50   1350   0.35       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.02 [%] <   1.00 {   0.34 |   0.05 }  28627 [#] =   0.98 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.10 }
  40.80   1360   0.35       0.05        3.50  1.45e+06  2.91e+06 [#] =  99.03 [%] <   1.00 {   0.34 |   0.05 }  28502 [#] =   0.97 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.10 }
  41.10   1370   0.35       0.05        3.59  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.34 |   0.05 }  28299 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.12 }
  41.40   1380   0.35       0.05        3.68  1.45e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.34 |   0.05 }  28089 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.14 }
  41.70   1390   0.35       0.05        3.72  1.45e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.34 |   0.05 }  27861 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.14 }
  42.00   1400   0.35       0.05        4.10  1.57e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.34 |   0.05 }  27748 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.93 |   0.21 }
  42.30   1410   0.35       0.05        4.40  1.57e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.34 |   0.05 }  27855 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   3.05 |   0.26 }
  42.60   1420   0.35       0.05        4.36  1.57e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.34 |   0.05 }  28045 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   3.02 |   0.24 }
  42.90   1430   0.35       0.05        4.13  1.57e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.34 |   0.05 }  28094 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.99 |   0.19 }
  43.20   1440   0.35       0.05        3.89  1.57e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.34 |   0.05 }  28083 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.15 }
  43.50   1450   0.35       0.05        3.65  1.57e+06  2.91e+06 [#] =  99.04 [%] <   1.00 {   0.34 |   0.05 }  28152 [#] =   0.96 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.97 |   0.13 }
  43.80   1460   0.35       0.05        3.61  1.45e+06  2.91e+06 [#] =  99.05 [%] <   1.00 {   0.34 |   0.05 }  27972 [#] =   0.95 [%] <   2.50 {   1.16 |   0.03 }     15 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.14 }
  44.10   1470   0.34       0.05        3.68  1.45e+06  2.91e+06 [#] =  99.06 [%] <   1.00 {   0.34 |   0.05 }  27585 [#] =   0.94 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.93 |   0.15 }
  44.40   1480   0.34       0.05        3.69  1.45e+06  2.91e+06 [#] =  99.07 [%] <   1.00 {   0.34 |   0.05 }  27356 [#] =   0.93 [%] <   2.50 {   1.16 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.14 }
  44.70   1490   0.34       0.05        3.63  1.45e+06  2.91e+06 [#] =  99.07 [%] <   1.00 {   0.34 |   0.05 }  27270 [#] =   0.93 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.13 }
  45.00   1500   0.34       0.05        3.53  1.45e+06  2.91e+06 [#] =  99.06 [%] <   1.00 {   0.34 |   0.05 }  27436 [#] =   0.93 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.10 }
  45.30   1510   0.34       0.05        3.47  1.45e+06  2.91e+06 [#] =  99.06 [%] <   1.00 {   0.34 |   0.05 }  27540 [#] =   0.94 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.08 }
  45.60   1520   0.34       0.05        3.48  1.45e+06  2.91e+06 [#] =  99.06 [%] <   1.00 {   0.34 |   0.05 }  27445 [#] =   0.94 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.09 }
  45.90   1530   0.34       0.05        3.51  1.45e+06  2.91e+06 [#] =  99.07 [%] <   1.00 {   0.33 |   0.05 }  27296 [#] =   0.93 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.10 }
  46.20   1540   0.34       0.05        3.52  1.45e+06  2.91e+06 [#] =  99.07 [%] <   1.00 {   0.33 |   0.05 }  27138 [#] =   0.92 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.10 }
  46.50   1550   0.34       0.05        3.51  1.45e+06  2.91e+06 [#] =  99.08 [%] <   1.00 {   0.33 |   0.05 }  26915 [#] =   0.92 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.11 }
  46.80   1560   0.34       0.05        3.48  1.45e+06  2.91e+06 [#] =  99.10 [%] <   1.00 {   0.33 |   0.05 }  26539 [#] =   0.90 [%] <   2.50 {   1.16 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  47.10   1570   0.34       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.10 [%] <   1.00 {   0.33 |   0.05 }  26280 [#] =   0.90 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  47.40   1580   0.34       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.11 [%] <   1.00 {   0.33 |   0.05 }  26033 [#] =   0.89 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  47.70   1590   0.34       0.05        3.48  1.45e+06  2.91e+06 [#] =  99.12 [%] <   1.00 {   0.33 |   0.05 }  25885 [#] =   0.88 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.10 }
  48.00   1600   0.34       0.05        3.52  1.45e+06  2.91e+06 [#] =  99.12 [%] <   1.00 {   0.33 |   0.05 }  25716 [#] =   0.88 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.95 |   0.11 }
  48.30   1610   0.34       0.05        3.52  1.45e+06  2.91e+06 [#] =  99.13 [%] <   1.00 {   0.33 |   0.05 }  25607 [#] =   0.87 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.97 |   0.12 }
  48.60   1620   0.34       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.13 [%] <   1.00 {   0.33 |   0.05 }  25420 [#] =   0.87 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.11 }
  48.90   1630   0.34       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.14 [%] <   1.00 {   0.33 |   0.05 }  25112 [#] =   0.86 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.09 }
  49.20   1640   0.34       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.16 [%] <   1.00 {   0.33 |   0.05 }  24672 [#] =   0.84 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  49.50   1650   0.33       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.17 [%] <   1.00 {   0.33 |   0.05 }  24377 [#] =   0.83 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.10 }
  49.80   1660   0.33       0.05        3.49  1.45e+06  2.91e+06 [#] =  99.17 [%] <   1.00 {   0.33 |   0.05 }  24209 [#] =   0.82 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.10 }
  50.10   1670   0.33       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.17 [%] <   1.00 {   0.33 |   0.05 }  24202 [#] =   0.82 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.09 }
  50.40   1680   0.33       0.05        3.47  1.45e+06  2.91e+06 [#] =  99.18 [%] <   1.00 {   0.33 |   0.05 }  24191 [#] =   0.82 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.09 }
  50.70   1690   0.33       0.05        3.55  1.45e+06  2.91e+06 [#] =  99.18 [%] <   1.00 {   0.33 |   0.05 }  24096 [#] =   0.82 [%] <   2.50 {   1.16 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.10 }
  51.00   1700   0.33       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.18 [%] <   1.00 {   0.33 |   0.05 }  23996 [#] =   0.82 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  51.30   1710   0.33       0.05        3.20  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23768 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.06 }
  51.60   1720   0.33       0.05        3.21  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23631 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.06 }
  51.90   1730   0.33       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23658 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.08 }
  52.20   1740   0.33       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23799 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.10 }
  52.50   1750   0.33       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23802 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.93 |   0.11 }
  52.80   1760   0.34       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23799 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.12 }
  53.10   1770   0.34       0.05        3.47  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23767 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.13 }
  53.40   1780   0.34       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23696 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.12 }
  53.70   1790   0.34       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23718 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.12 }
  54.00   1800   0.34       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23756 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.14 }
  54.30   1810   0.34       0.05        3.44  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23852 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.14 }
  54.60   1820   0.34       0.05        3.47  1.45e+06  2.91e+06 [#] =  99.19 [%] <   1.00 {   0.33 |   0.05 }  23649 [#] =   0.81 [%] <   2.50 {   1.15 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.11 }
  54.90   1830   0.34       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.20 [%] <   1.00 {   0.33 |   0.04 }  23338 [#] =   0.80 [%] <   2.50 {   1.15 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.10 }
  55.20   1840   0.33       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.33 |   0.04 }  22934 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  55.50   1850   0.33       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.33 |   0.04 }  22746 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.07 }
  55.80   1860   0.33       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.33 |   0.04 }  22855 [#] =   0.78 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.08 }
  56.10   1870   0.33       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.33 |   0.04 }  23004 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.10 }
  56.40   1880   0.33       0.05        3.51  1.45e+06  2.91e+06 [#] =  99.21 [%] <   1.00 {   0.33 |   0.04 }  23213 [#] =   0.79 [%] <   2.50 {   1.15 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.14 }
  56.70   1890   0.33       0.05        3.63  1.45e+06  2.91e+06 [#] =  99.21 [%] <   1.00 {   0.33 |   0.04 }  23121 [#] =   0.79 [%] <   2.50 {   1.15 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.14 }
  57.00   1900   0.33       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.33 |   0.04 }  22855 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  57.30   1910   0.33       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.33 |   0.04 }  22477 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.11 }
  57.60   1920   0.33       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.33 |   0.04 }  22142 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.09 }
  57.90   1930   0.33       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.33 |   0.04 }  22086 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.09 }
  58.20   1940   0.33       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.33 |   0.05 }  22260 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.11 }
